realtime,time,traffic,Average-traffic
43376.4,10/3/2018 9:30,67,
43376.41,10/3/2018 9:45,67,
43376.42,10/3/2018 10:00,51,
43376.43,10/3/2018 10:15,51,
43376.44,10/3/2018 10:30,51,
43376.45,10/3/2018 10:45,51,
43376.46,10/3/2018 11:00,69,
43376.47,10/3/2018 11:15,69,
43376.48,10/3/2018 11:30,69,
43376.49,10/3/2018 11:45,69,
43376.5,10/3/2018 12:00,81,
43376.51,10/3/2018 12:15,81,
43376.52,10/3/2018 12:30,81,
43376.53,10/3/2018 12:45,81,
43376.54,10/3/2018 13:00,91,
43376.55,10/3/2018 13:15,91,
43376.56,10/3/2018 13:30,91,
43376.57,10/3/2018 13:45,91,
43376.58,10/3/2018 14:00,110,
43376.59,10/3/2018 14:15,110,
43376.6,10/3/2018 14:30,110,
43376.61,10/3/2018 14:45,110,
43376.63,10/3/2018 15:00,173,
43376.64,10/3/2018 15:15,173,
43376.65,10/3/2018 15:30,173,
43376.66,10/3/2018 15:45,173,
43376.67,10/3/2018 16:00,141,
43376.68,10/3/2018 16:15,141,
43376.69,10/3/2018 16:30,141,
43376.7,10/3/2018 16:45,141,
43376.71,10/3/2018 17:00,91,
43376.72,10/3/2018 17:15,91,
43376.73,10/3/2018 17:30,91,
43376.74,10/3/2018 17:45,91,
43376.75,10/3/2018 18:00,52,
43376.76,10/3/2018 18:15,52,
43376.77,10/3/2018 18:30,52,
43376.78,10/3/2018 18:45,52,
43376.79,10/3/2018 19:00,39,
43376.8,10/3/2018 19:15,39,
43376.81,10/3/2018 19:30,39,
43376.82,10/3/2018 19:45,39,
43376.83,10/3/2018 20:00,18,
43376.84,10/3/2018 20:15,18,
43376.85,10/3/2018 20:30,18,
43376.86,10/3/2018 20:45,18,
43376.88,10/3/2018 21:00,15,
43376.89,10/3/2018 21:15,15,
43376.9,10/3/2018 21:30,15,
43376.91,10/3/2018 21:45,15,
43376.92,10/3/2018 22:00,6,
43376.93,10/3/2018 22:15,6,
43376.94,10/3/2018 22:30,6,
43376.95,10/3/2018 22:45,6,
43376.96,10/3/2018 23:00,11,
43376.97,10/3/2018 23:15,11,
43376.98,10/3/2018 23:30,11,
43376.99,10/3/2018 23:45,11,
43377,10/4/2018 0:00,2,
43377.01,10/4/2018 0:15,2,
43377.02,10/4/2018 0:30,2,
43377.03,10/4/2018 0:45,2,
43377.04,10/4/2018 1:00,2,
43377.05,10/4/2018 1:15,2,
43377.06,10/4/2018 1:30,2,
43377.07,10/4/2018 1:45,2,
43377.08,10/4/2018 2:00,0,
43377.09,10/4/2018 2:15,0,
43377.1,10/4/2018 2:30,0,
43377.11,10/4/2018 2:45,0,
43377.13,10/4/2018 3:00,1,
43377.14,10/4/2018 3:15,1,
43377.15,10/4/2018 3:30,1,
43377.16,10/4/2018 3:45,1,
43377.17,10/4/2018 4:00,3,
43377.18,10/4/2018 4:15,3,
43377.19,10/4/2018 4:30,3,
43377.2,10/4/2018 4:45,3,
43377.21,10/4/2018 5:00,4,
43377.22,10/4/2018 5:15,4,
43377.23,10/4/2018 5:30,4,
43377.24,10/4/2018 5:45,4,
43377.25,10/4/2018 6:00,40,
43377.26,10/4/2018 6:15,40,
43377.27,10/4/2018 6:30,40,
43377.28,10/4/2018 6:45,40,
43377.29,10/4/2018 7:00,92,
43377.3,10/4/2018 7:15,92,
43377.31,10/4/2018 7:30,92,
43377.32,10/4/2018 7:45,92,
43377.33,10/4/2018 8:00,166,
43377.34,10/4/2018 8:15,166,
43377.35,10/4/2018 8:30,166,
43377.36,10/4/2018 8:45,166,
43377.38,10/4/2018 9:00,53,
43377.39,10/4/2018 9:15,53,
43377.4,10/4/2018 9:30,53,
43377.41,10/4/2018 9:45,53,
43377.42,10/4/2018 10:00,47,
43377.43,10/4/2018 10:15,47,
43377.44,10/4/2018 10:30,47,
43377.45,10/4/2018 10:45,47,
43377.46,10/4/2018 11:00,58,
43377.47,10/4/2018 11:15,58,
43377.48,10/4/2018 11:30,58,
43377.49,10/4/2018 11:45,58,
43377.5,10/4/2018 12:00,63,
43377.51,10/4/2018 12:15,63,
43377.52,10/4/2018 12:30,63,
43377.53,10/4/2018 12:45,63,
43377.54,10/4/2018 13:00,92,
43377.55,10/4/2018 13:15,92,
43377.56,10/4/2018 13:30,92,
43377.57,10/4/2018 13:45,92,
43377.58,10/4/2018 14:00,179,
43377.59,10/4/2018 14:15,179,
43377.6,10/4/2018 14:30,179,
43377.61,10/4/2018 14:45,179,
43377.63,10/4/2018 15:00,128,
43377.64,10/4/2018 15:15,128,
43377.65,10/4/2018 15:30,128,
43377.66,10/4/2018 15:45,128,
43377.67,10/4/2018 16:00,192,
43377.68,10/4/2018 16:15,192,
43377.69,10/4/2018 16:30,192,
43377.7,10/4/2018 16:45,192,
43377.71,10/4/2018 17:00,134,
43377.72,10/4/2018 17:15,134,
43377.73,10/4/2018 17:30,134,
43377.74,10/4/2018 17:45,134,
43377.75,10/4/2018 18:00,53,
43377.76,10/4/2018 18:15,53,
43377.77,10/4/2018 18:30,53,
43377.78,10/4/2018 18:45,53,
43377.79,10/4/2018 19:00,41,
43377.8,10/4/2018 19:15,41,
43377.81,10/4/2018 19:30,41,
43377.82,10/4/2018 19:45,41,
43377.83,10/4/2018 20:00,22,
43377.84,10/4/2018 20:15,22,
43377.85,10/4/2018 20:30,22,
43377.86,10/4/2018 20:45,22,
43377.88,10/4/2018 21:00,19,
43377.89,10/4/2018 21:15,19,
43377.9,10/4/2018 21:30,19,
43377.91,10/4/2018 21:45,19,
43377.92,10/4/2018 22:00,19,
43377.93,10/4/2018 22:15,19,
43377.94,10/4/2018 22:30,19,
43377.95,10/4/2018 22:45,19,
43377.96,10/4/2018 23:00,14,
43377.97,10/4/2018 23:15,14,
43377.98,10/4/2018 23:30,14,
43377.99,10/4/2018 23:45,14,
43378,10/5/2018 0:00,3,
43378.01,10/5/2018 0:15,3,
43378.02,10/5/2018 0:30,3,
43378.03,10/5/2018 0:45,3,
43378.04,10/5/2018 1:00,3,
43378.05,10/5/2018 1:15,3,
43378.06,10/5/2018 1:30,3,
43378.07,10/5/2018 1:45,3,
43378.08,10/5/2018 2:00,1,
43378.09,10/5/2018 2:15,1,
43378.1,10/5/2018 2:30,1,
43378.11,10/5/2018 2:45,1,
43378.13,10/5/2018 3:00,1,
43378.14,10/5/2018 3:15,1,
43378.15,10/5/2018 3:30,1,
43378.16,10/5/2018 3:45,1,
43378.17,10/5/2018 4:00,6,
43378.18,10/5/2018 4:15,6,
43378.19,10/5/2018 4:30,6,
43378.2,10/5/2018 4:45,6,
43378.21,10/5/2018 5:00,5,
43378.22,10/5/2018 5:15,5,
43378.23,10/5/2018 5:30,5,
43378.24,10/5/2018 5:45,5,
43378.25,10/5/2018 6:00,32,
43378.26,10/5/2018 6:15,32,
43378.27,10/5/2018 6:30,32,
43378.28,10/5/2018 6:45,32,
43378.29,10/5/2018 7:00,87,
43378.3,10/5/2018 7:15,87,
43378.31,10/5/2018 7:30,87,
43378.32,10/5/2018 7:45,87,
43378.33,10/5/2018 8:00,80,
43378.34,10/5/2018 8:15,80,
43378.35,10/5/2018 8:30,80,
43378.36,10/5/2018 8:45,80,
43378.38,10/5/2018 9:00,58,
43378.39,10/5/2018 9:15,58,
43378.4,10/5/2018 9:30,58,
43378.41,10/5/2018 9:45,58,
43378.42,10/5/2018 10:00,60,
43378.43,10/5/2018 10:15,60,
43378.44,10/5/2018 10:30,60,
43378.45,10/5/2018 10:45,60,
43378.46,10/5/2018 11:00,88,
43378.47,10/5/2018 11:15,88,
43378.48,10/5/2018 11:30,88,
43378.49,10/5/2018 11:45,88,
43378.5,10/5/2018 12:00,101,
43378.51,10/5/2018 12:15,101,
43378.52,10/5/2018 12:30,101,
43378.53,10/5/2018 12:45,101,
43378.54,10/5/2018 13:00,151,
43378.55,10/5/2018 13:15,151,
43378.56,10/5/2018 13:30,151,
43378.57,10/5/2018 13:45,151,
43378.58,10/5/2018 14:00,168,
43378.59,10/5/2018 14:15,168,
43378.6,10/5/2018 14:30,168,
43378.61,10/5/2018 14:45,168,
43378.63,10/5/2018 15:00,209,
43378.64,10/5/2018 15:15,209,
43378.65,10/5/2018 15:30,209,
43378.66,10/5/2018 15:45,209,
43378.67,10/5/2018 16:00,173,
43378.68,10/5/2018 16:15,173,
43378.69,10/5/2018 16:30,173,
43378.7,10/5/2018 16:45,173,
43378.71,10/5/2018 17:00,144,
43378.72,10/5/2018 17:15,144,
43378.73,10/5/2018 17:30,144,
43378.74,10/5/2018 17:45,144,
43378.75,10/5/2018 18:00,63,
43378.76,10/5/2018 18:15,63,
43378.77,10/5/2018 18:30,63,
43378.78,10/5/2018 18:45,63,
43378.79,10/5/2018 19:00,46,
43378.8,10/5/2018 19:15,46,
43378.81,10/5/2018 19:30,46,
43378.82,10/5/2018 19:45,46,
43378.83,10/5/2018 20:00,36,
43378.84,10/5/2018 20:15,36,
43378.85,10/5/2018 20:30,36,
43378.86,10/5/2018 20:45,36,
43378.88,10/5/2018 21:00,20,
43378.89,10/5/2018 21:15,20,
43378.9,10/5/2018 21:30,20,
43378.91,10/5/2018 21:45,20,
43378.92,10/5/2018 22:00,13,
43378.93,10/5/2018 22:15,13,
43378.94,10/5/2018 22:30,13,
43378.95,10/5/2018 22:45,13,
43378.96,10/5/2018 23:00,24,
43378.97,10/5/2018 23:15,24,
43378.98,10/5/2018 23:30,24,
43378.99,10/5/2018 23:45,24,
43381,10/8/2018 0:00,1,
43381.01,10/8/2018 0:15,1,
43381.02,10/8/2018 0:30,1,
43381.03,10/8/2018 0:45,1,
43381.04,10/8/2018 1:00,0,
43381.05,10/8/2018 1:15,0,
43381.06,10/8/2018 1:30,0,
43381.07,10/8/2018 1:45,0,
43381.08,10/8/2018 2:00,0,
43381.09,10/8/2018 2:15,0,
43381.1,10/8/2018 2:30,0,
43381.11,10/8/2018 2:45,0,
43381.13,10/8/2018 3:00,0,
43381.14,10/8/2018 3:15,0,
43381.15,10/8/2018 3:30,0,
43381.16,10/8/2018 3:45,0,
43381.17,10/8/2018 4:00,3,
43381.18,10/8/2018 4:15,3,
43381.19,10/8/2018 4:30,3,
43381.2,10/8/2018 4:45,3,
43381.21,10/8/2018 5:00,6,
43381.22,10/8/2018 5:15,6,
43381.23,10/8/2018 5:30,6,
43381.24,10/8/2018 5:45,6,
43381.25,10/8/2018 6:00,35,
43381.26,10/8/2018 6:15,35,
43381.27,10/8/2018 6:30,35,
43381.28,10/8/2018 6:45,35,
43381.29,10/8/2018 7:00,103,
43381.3,10/8/2018 7:15,103,
43381.31,10/8/2018 7:30,103,
43381.32,10/8/2018 7:45,103,
43381.33,10/8/2018 8:00,164,
43381.34,10/8/2018 8:15,164,
43381.35,10/8/2018 8:30,164,
43381.36,10/8/2018 8:45,164,
43381.38,10/8/2018 9:00,40,
43381.39,10/8/2018 9:15,40,
43381.4,10/8/2018 9:30,40,
43381.41,10/8/2018 9:45,40,
43381.42,10/8/2018 10:00,67,
43381.43,10/8/2018 10:15,67,
43381.44,10/8/2018 10:30,67,
43381.45,10/8/2018 10:45,67,
43381.46,10/8/2018 11:00,80,
43381.47,10/8/2018 11:15,80,
43381.48,10/8/2018 11:30,80,
43381.49,10/8/2018 11:45,80,
43381.5,10/8/2018 12:00,58,
43381.51,10/8/2018 12:15,58,
43381.52,10/8/2018 12:30,58,
43381.53,10/8/2018 12:45,58,
43381.54,10/8/2018 13:00,100,
43381.55,10/8/2018 13:15,100,
43381.56,10/8/2018 13:30,100,
43381.57,10/8/2018 13:45,100,
43381.58,10/8/2018 14:00,116,
43381.59,10/8/2018 14:15,116,
43381.6,10/8/2018 14:30,116,
43381.61,10/8/2018 14:45,116,
43381.63,10/8/2018 15:00,203,
43381.64,10/8/2018 15:15,203,
43381.65,10/8/2018 15:30,203,
43381.66,10/8/2018 15:45,203,
43381.67,10/8/2018 16:00,137,
43381.68,10/8/2018 16:15,137,
43381.69,10/8/2018 16:30,137,
43381.7,10/8/2018 16:45,137,
43381.71,10/8/2018 17:00,107,
43381.72,10/8/2018 17:15,107,
43381.73,10/8/2018 17:30,107,
43381.74,10/8/2018 17:45,107,
43381.75,10/8/2018 18:00,41,
43381.76,10/8/2018 18:15,41,
43381.77,10/8/2018 18:30,41,
43381.78,10/8/2018 18:45,41,
43381.79,10/8/2018 19:00,27,
43381.8,10/8/2018 19:15,27,
43381.81,10/8/2018 19:30,27,
43381.82,10/8/2018 19:45,27,
43381.83,10/8/2018 20:00,16,
43381.84,10/8/2018 20:15,16,
43381.85,10/8/2018 20:30,16,
43381.86,10/8/2018 20:45,16,
43381.88,10/8/2018 21:00,6,
43381.89,10/8/2018 21:15,6,
43381.9,10/8/2018 21:30,6,
43381.91,10/8/2018 21:45,6,
43381.92,10/8/2018 22:00,9,
43381.93,10/8/2018 22:15,9,
43381.94,10/8/2018 22:30,9,
43381.95,10/8/2018 22:45,9,
43381.96,10/8/2018 23:00,8,
43381.97,10/8/2018 23:15,8,
43381.98,10/8/2018 23:30,8,
43381.99,10/8/2018 23:45,8,
43382,10/9/2018 0:00,3,
43382.01,10/9/2018 0:15,3,
43382.02,10/9/2018 0:30,3,
43382.03,10/9/2018 0:45,3,
43382.04,10/9/2018 1:00,0,
43382.05,10/9/2018 1:15,0,
43382.06,10/9/2018 1:30,0,
43382.07,10/9/2018 1:45,0,
43382.08,10/9/2018 2:00,0,
43382.09,10/9/2018 2:15,0,
43382.1,10/9/2018 2:30,0,
43382.11,10/9/2018 2:45,0,
43382.13,10/9/2018 3:00,0,
43382.14,10/9/2018 3:15,0,
43382.15,10/9/2018 3:30,0,
43382.16,10/9/2018 3:45,0,
43382.17,10/9/2018 4:00,1,
43382.18,10/9/2018 4:15,1,
43382.19,10/9/2018 4:30,1,
43382.2,10/9/2018 4:45,1,
43382.21,10/9/2018 5:00,12,
43382.22,10/9/2018 5:15,12,
43382.23,10/9/2018 5:30,12,
43382.24,10/9/2018 5:45,12,
43382.25,10/9/2018 6:00,37,
43382.26,10/9/2018 6:15,37,
43382.27,10/9/2018 6:30,37,
43382.28,10/9/2018 6:45,37,
43382.29,10/9/2018 7:00,121,
43382.3,10/9/2018 7:15,121,
43382.31,10/9/2018 7:30,121,
43382.32,10/9/2018 7:45,121,
43382.33,10/9/2018 8:00,127,
43382.34,10/9/2018 8:15,127,
43382.35,10/9/2018 8:30,127,
43382.36,10/9/2018 8:45,127,
43382.38,10/9/2018 9:00,76,
43382.39,10/9/2018 9:15,76,
43382.4,10/9/2018 9:30,76,
43382.41,10/9/2018 9:45,76,
43382.42,10/9/2018 10:00,49,
43382.43,10/9/2018 10:15,49,
43382.44,10/9/2018 10:30,49,
43382.45,10/9/2018 10:45,49,
43382.46,10/9/2018 11:00,66,
43382.47,10/9/2018 11:15,66,
43382.48,10/9/2018 11:30,66,
43382.49,10/9/2018 11:45,66,
43382.5,10/9/2018 12:00,71,
43382.51,10/9/2018 12:15,71,
43382.52,10/9/2018 12:30,71,
43382.53,10/9/2018 12:45,71,
43382.54,10/9/2018 13:00,119,
43382.55,10/9/2018 13:15,119,
43382.56,10/9/2018 13:30,119,
43382.57,10/9/2018 13:45,119,
43382.58,10/9/2018 14:00,192,
43382.59,10/9/2018 14:15,192,
43382.6,10/9/2018 14:30,192,
43382.61,10/9/2018 14:45,192,
43382.63,10/9/2018 15:00,218,
43382.64,10/9/2018 15:15,218,
43382.65,10/9/2018 15:30,218,
43382.66,10/9/2018 15:45,218,
43382.67,10/9/2018 16:00,153,
43382.68,10/9/2018 16:15,153,
43382.69,10/9/2018 16:30,153,
43382.7,10/9/2018 16:45,153,
43382.71,10/9/2018 17:00,119,
43382.72,10/9/2018 17:15,119,
43382.73,10/9/2018 17:30,119,
43382.74,10/9/2018 17:45,119,
43382.75,10/9/2018 18:00,47,
43382.76,10/9/2018 18:15,47,
43382.77,10/9/2018 18:30,47,
43382.78,10/9/2018 18:45,47,
43382.79,10/9/2018 19:00,42,
43382.8,10/9/2018 19:15,42,
43382.81,10/9/2018 19:30,42,
43382.82,10/9/2018 19:45,42,
43382.83,10/9/2018 20:00,19,
43382.84,10/9/2018 20:15,19,
43382.85,10/9/2018 20:30,19,
43382.86,10/9/2018 20:45,19,
43382.88,10/9/2018 21:00,13,
43382.89,10/9/2018 21:15,13,
43382.9,10/9/2018 21:30,13,
43382.91,10/9/2018 21:45,13,
43382.92,10/9/2018 22:00,12,
43382.93,10/9/2018 22:15,12,
43382.94,10/9/2018 22:30,12,
43382.95,10/9/2018 22:45,12,
43382.96,10/9/2018 23:00,4,
43382.97,10/9/2018 23:15,4,
43382.98,10/9/2018 23:30,4,
43382.99,10/9/2018 23:45,4,
43383,10/10/2018 0:00,1,
43383.01,10/10/2018 0:15,1,
43383.02,10/10/2018 0:30,1,
43383.03,10/10/2018 0:45,1,
43383.04,10/10/2018 1:00,0,
43383.05,10/10/2018 1:15,0,
43383.06,10/10/2018 1:30,0,
43383.07,10/10/2018 1:45,0,
43383.08,10/10/2018 2:00,0,
43383.09,10/10/2018 2:15,0,
43383.1,10/10/2018 2:30,0,
43383.11,10/10/2018 2:45,0,
43383.13,10/10/2018 3:00,0,
43383.14,10/10/2018 3:15,0,
43383.15,10/10/2018 3:30,0,
43383.16,10/10/2018 3:45,0,
43383.17,10/10/2018 4:00,3,
43383.18,10/10/2018 4:15,3,
43383.19,10/10/2018 4:30,3,
43383.2,10/10/2018 4:45,3,
43383.21,10/10/2018 5:00,7,
43383.22,10/10/2018 5:15,7,
43383.23,10/10/2018 5:30,7,
43383.24,10/10/2018 5:45,7,
43383.25,10/10/2018 6:00,35,
43383.26,10/10/2018 6:15,35,
43383.27,10/10/2018 6:30,35,
43383.28,10/10/2018 6:45,35,
43383.29,10/10/2018 7:00,96,
43383.3,10/10/2018 7:15,96,
43383.31,10/10/2018 7:30,96,
43383.32,10/10/2018 7:45,96,
43383.33,10/10/2018 8:00,170,
43383.34,10/10/2018 8:15,170,
43383.35,10/10/2018 8:30,170,
43383.36,10/10/2018 8:45,170,
43383.38,10/10/2018 9:00,71,
43383.39,10/10/2018 9:15,71,
43383.4,10/10/2018 9:30,71,
43383.41,10/10/2018 9:45,71,
43383.42,10/10/2018 10:00,50,
43383.43,10/10/2018 10:15,50,
43383.44,10/10/2018 10:30,50,
43383.45,10/10/2018 10:45,50,
43383.46,10/10/2018 11:00,77,
43383.47,10/10/2018 11:15,77,
43383.48,10/10/2018 11:30,77,
43383.49,10/10/2018 11:45,77,
43383.5,10/10/2018 12:00,107,
43383.51,10/10/2018 12:15,107,
43383.52,10/10/2018 12:30,107,
43383.53,10/10/2018 12:45,107,
43383.54,10/10/2018 13:00,134,
43383.55,10/10/2018 13:15,134,
43383.56,10/10/2018 13:30,134,
43383.57,10/10/2018 13:45,134,
43383.58,10/10/2018 14:00,186,
43383.59,10/10/2018 14:15,186,
43383.6,10/10/2018 14:30,186,
43383.61,10/10/2018 14:45,186,
43383.63,10/10/2018 15:00,258,
43383.64,10/10/2018 15:15,258,
43383.65,10/10/2018 15:30,258,
43383.66,10/10/2018 15:45,258,
43383.67,10/10/2018 16:00,170,
43383.68,10/10/2018 16:15,170,
43383.69,10/10/2018 16:30,170,
43383.7,10/10/2018 16:45,170,
43383.71,10/10/2018 17:00,105,
43383.72,10/10/2018 17:15,105,
43383.73,10/10/2018 17:30,105,
43383.74,10/10/2018 17:45,105,
43383.75,10/10/2018 18:00,57,
43383.76,10/10/2018 18:15,57,
43383.77,10/10/2018 18:30,57,
43383.78,10/10/2018 18:45,57,
43383.79,10/10/2018 19:00,41,
43383.8,10/10/2018 19:15,41,
43383.81,10/10/2018 19:30,41,
43383.82,10/10/2018 19:45,41,
43383.83,10/10/2018 20:00,23,
43383.84,10/10/2018 20:15,23,
43383.85,10/10/2018 20:30,23,
43383.86,10/10/2018 20:45,23,
43383.88,10/10/2018 21:00,12,
43383.89,10/10/2018 21:15,12,
43383.9,10/10/2018 21:30,12,
43383.91,10/10/2018 21:45,12,
43383.92,10/10/2018 22:00,8,
43383.93,10/10/2018 22:15,8,
43383.94,10/10/2018 22:30,8,
43383.95,10/10/2018 22:45,8,
43383.96,10/10/2018 23:00,5,
43383.97,10/10/2018 23:15,5,
43383.98,10/10/2018 23:30,5,
43383.99,10/10/2018 23:45,5,
43384,10/11/2018 0:00,3,
43384.01,10/11/2018 0:15,3,
43384.02,10/11/2018 0:30,3,
43384.03,10/11/2018 0:45,3,
43384.04,10/11/2018 1:00,1,
43384.05,10/11/2018 1:15,1,
43384.06,10/11/2018 1:30,1,
43384.07,10/11/2018 1:45,1,
43384.08,10/11/2018 2:00,0,
43384.09,10/11/2018 2:15,0,
43384.1,10/11/2018 2:30,0,
43384.11,10/11/2018 2:45,0,
43384.13,10/11/2018 3:00,0,
43384.14,10/11/2018 3:15,0,
43384.15,10/11/2018 3:30,0,
43384.16,10/11/2018 3:45,0,
43384.17,10/11/2018 4:00,2,
43384.18,10/11/2018 4:15,2,
43384.19,10/11/2018 4:30,2,
43384.2,10/11/2018 4:45,2,
43384.21,10/11/2018 5:00,11,
43384.22,10/11/2018 5:15,11,
43384.23,10/11/2018 5:30,11,
43384.24,10/11/2018 5:45,11,
43384.25,10/11/2018 6:00,29,
43384.26,10/11/2018 6:15,29,
43384.27,10/11/2018 6:30,29,
43384.28,10/11/2018 6:45,29,
43384.29,10/11/2018 7:00,94,
43384.3,10/11/2018 7:15,94,
43384.31,10/11/2018 7:30,94,
43384.32,10/11/2018 7:45,94,
43384.33,10/11/2018 8:00,163,
43384.34,10/11/2018 8:15,163,
43384.35,10/11/2018 8:30,163,
43384.36,10/11/2018 8:45,163,
43384.38,10/11/2018 9:00,41,
43384.39,10/11/2018 9:15,41,
43384.4,10/11/2018 9:30,41,
43384.41,10/11/2018 9:45,41,
43384.42,10/11/2018 10:00,88,
43384.43,10/11/2018 10:15,88,
43384.44,10/11/2018 10:30,88,
43384.45,10/11/2018 10:45,88,
43384.46,10/11/2018 11:00,62,
43384.47,10/11/2018 11:15,62,
43384.48,10/11/2018 11:30,62,
43384.49,10/11/2018 11:45,62,
43384.5,10/11/2018 12:00,109,
43384.51,10/11/2018 12:15,109,
43384.52,10/11/2018 12:30,109,
43384.53,10/11/2018 12:45,109,
43384.54,10/11/2018 13:00,97,
43384.55,10/11/2018 13:15,97,
43384.56,10/11/2018 13:30,97,
43384.57,10/11/2018 13:45,97,
43384.58,10/11/2018 14:00,243,
43384.59,10/11/2018 14:15,243,
43384.6,10/11/2018 14:30,243,
43384.61,10/11/2018 14:45,243,
43384.63,10/11/2018 15:00,174,
43384.64,10/11/2018 15:15,174,
43384.65,10/11/2018 15:30,174,
43384.66,10/11/2018 15:45,174,
43384.67,10/11/2018 16:00,145,
43384.68,10/11/2018 16:15,145,
43384.69,10/11/2018 16:30,145,
43384.7,10/11/2018 16:45,145,
43384.71,10/11/2018 17:00,141,
43384.72,10/11/2018 17:15,141,
43384.73,10/11/2018 17:30,141,
43384.74,10/11/2018 17:45,141,
43384.75,10/11/2018 18:00,48,
43384.76,10/11/2018 18:15,48,
43384.77,10/11/2018 18:30,48,
43384.78,10/11/2018 18:45,48,
43384.79,10/11/2018 19:00,41,
43384.8,10/11/2018 19:15,41,
43384.81,10/11/2018 19:30,41,
43384.82,10/11/2018 19:45,41,
43384.83,10/11/2018 20:00,22,
43384.84,10/11/2018 20:15,22,
43384.85,10/11/2018 20:30,22,
43384.86,10/11/2018 20:45,22,
43384.88,10/11/2018 21:00,17,
43384.89,10/11/2018 21:15,17,
43384.9,10/11/2018 21:30,17,
43384.91,10/11/2018 21:45,17,
43384.92,10/11/2018 22:00,10,
43384.93,10/11/2018 22:15,10,
43384.94,10/11/2018 22:30,10,
43384.95,10/11/2018 22:45,10,
43384.96,10/11/2018 23:00,13,
43384.97,10/11/2018 23:15,13,
43384.98,10/11/2018 23:30,13,
43384.99,10/11/2018 23:45,13,
43385,10/12/2018 0:00,3,
43385.01,10/12/2018 0:15,3,
43385.02,10/12/2018 0:30,3,
43385.03,10/12/2018 0:45,3,
43385.04,10/12/2018 1:00,0,
43385.05,10/12/2018 1:15,0,
43385.06,10/12/2018 1:30,0,
43385.07,10/12/2018 1:45,0,
43385.08,10/12/2018 2:00,0,
43385.09,10/12/2018 2:15,0,
43385.1,10/12/2018 2:30,0,
43385.11,10/12/2018 2:45,0,
43385.13,10/12/2018 3:00,1,
43385.14,10/12/2018 3:15,1,
43385.15,10/12/2018 3:30,1,
43385.16,10/12/2018 3:45,1,
43385.17,10/12/2018 4:00,2,
43385.18,10/12/2018 4:15,2,
43385.19,10/12/2018 4:30,2,
43385.2,10/12/2018 4:45,2,
43385.21,10/12/2018 5:00,7,
43385.22,10/12/2018 5:15,7,
43385.23,10/12/2018 5:30,7,
43385.24,10/12/2018 5:45,7,
43385.25,10/12/2018 6:00,30,
43385.26,10/12/2018 6:15,30,
43385.27,10/12/2018 6:30,30,
43385.28,10/12/2018 6:45,30,
43385.29,10/12/2018 7:00,86,
43385.3,10/12/2018 7:15,86,
43385.31,10/12/2018 7:30,86,
43385.32,10/12/2018 7:45,86,
43385.33,10/12/2018 8:00,123,
43385.34,10/12/2018 8:15,123,
43385.35,10/12/2018 8:30,123,
43385.36,10/12/2018 8:45,123,
43385.38,10/12/2018 9:00,99,
43385.39,10/12/2018 9:15,99,
43385.4,10/12/2018 9:30,99,
43385.41,10/12/2018 9:45,99,
43385.42,10/12/2018 10:00,59,
43385.43,10/12/2018 10:15,59,
43385.44,10/12/2018 10:30,59,
43385.45,10/12/2018 10:45,59,
43385.46,10/12/2018 11:00,90,
43385.47,10/12/2018 11:15,90,
43385.48,10/12/2018 11:30,90,
43385.49,10/12/2018 11:45,90,
43385.5,10/12/2018 12:00,80,
43385.51,10/12/2018 12:15,80,
43385.52,10/12/2018 12:30,80,
43385.53,10/12/2018 12:45,80,
43385.54,10/12/2018 13:00,121,
43385.55,10/12/2018 13:15,121,
43385.56,10/12/2018 13:30,121,
43385.57,10/12/2018 13:45,121,
43385.58,10/12/2018 14:00,232,
43385.59,10/12/2018 14:15,232,
43385.6,10/12/2018 14:30,232,
43385.61,10/12/2018 14:45,232,
43385.63,10/12/2018 15:00,173,
43385.64,10/12/2018 15:15,173,
43385.65,10/12/2018 15:30,173,
43385.66,10/12/2018 15:45,173,
43385.67,10/12/2018 16:00,159,
43385.68,10/12/2018 16:15,159,
43385.69,10/12/2018 16:30,159,
43385.7,10/12/2018 16:45,159,
43385.71,10/12/2018 17:00,126,
43385.72,10/12/2018 17:15,126,
43385.73,10/12/2018 17:30,126,
43385.74,10/12/2018 17:45,126,
43385.75,10/12/2018 18:00,74,
43385.76,10/12/2018 18:15,74,
43385.77,10/12/2018 18:30,74,
43385.78,10/12/2018 18:45,74,
43385.79,10/12/2018 19:00,44,
43385.8,10/12/2018 19:15,44,
43385.81,10/12/2018 19:30,44,
43385.82,10/12/2018 19:45,44,
43385.83,10/12/2018 20:00,33,
43385.84,10/12/2018 20:15,33,
43385.85,10/12/2018 20:30,33,
43385.86,10/12/2018 20:45,33,
43385.88,10/12/2018 21:00,27,
43385.89,10/12/2018 21:15,27,
43385.9,10/12/2018 21:30,27,
43385.91,10/12/2018 21:45,27,
43385.92,10/12/2018 22:00,14,
43385.93,10/12/2018 22:15,14,
43385.94,10/12/2018 22:30,14,
43385.95,10/12/2018 22:45,14,
43385.96,10/12/2018 23:00,21,
43385.97,10/12/2018 23:15,21,
43385.98,10/12/2018 23:30,21,
43385.99,10/12/2018 23:45,21,
43402,10/29/2018 0:00,1,
43402.01,10/29/2018 0:15,1,
43402.02,10/29/2018 0:30,1,
43402.03,10/29/2018 0:45,1,
43402.04,10/29/2018 1:00,1,
43402.05,10/29/2018 1:15,1,
